"RespondentId"	"student_type"	"department"	"tuition_covered"	"stipend_type"	"contract_position"	"funding_source"	"contract_term"	"stipend_amt"	"addtl_funding"	"addtl_amt"	"total_funding"	"Program"	"Level"	"College"	"dist"	"program_type"
"214"	96300911	"Doctorate"	"Sport and Entertainment Management"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	21000	"No"	0	21000	"Sport and Entertainment Management"	"Doctorate"	"Hospitality Retail and Sport Management"	0	"Humanities"
"215"	96302020	"Doctorate"	"Sport and Entertainment Management"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	20000	"No"	0	20000	"Sport and Entertainment Management"	"Doctorate"	"Hospitality Retail and Sport Management"	0	"Humanities"
"216"	96300722	"Doctorate"	"statistics"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	18000	"Yes"	0	18000	"Statistics"	"Doctorate"	"Arts and Sciences"	0.0666666666666668	"Natural Science"
"217"	96300084	"Doctorate"	"Statistics"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18000	"No"	0	18000	"Statistics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"218"	96300220	"Doctorate"	"Statistics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	17000	"No"	0	17000	"Statistics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"219"	96354650	"Doctorate"	"Statistics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	18000	"No"	0	18000	"Statistics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"220"	96299932	"Master's"	"Accounting"	"Yes"	"Yes"	"Other"	"Internal (within USC)"	"Semester-based"	2000	"No"	0	2000	"Accountancy"	"Master's"	"Business"	0.157575757575758	"Professional"
"221"	96299904	"Master's"	"Advanced Athletic Training"	"Yes"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"12-month"	8000	"No"	0	8000	"Athletic Training, Advanced"	"Master's"	"Public Health"	0.232771790742805	"Professional"
"222"	96304752	"Master's"	"Aerospace Engineering"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"12-month"	30000	"No"	0	30000	"Aerospace Engineering"	"Master's"	"Engineering and Computing"	0	"Engineering"
"223"	96304752	"Master's"	"Aerospace Engineering"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"12-month"	30000	"No"	0	30000	"Aerospace Engineering"	"Master's"	"Engineering and Computing"	0	"Engineering"
"224"	96300141	"Master's"	"Anthropology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	1400	"No"	0	1400	"Anthropology"	"Master's"	"Arts and Sciences"	0	"Social Science"
"225"	96346815	"Master's"	"Art History at SVAD"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	3000	"No"	0	3000	"Art History"	"Master's"	"Arts and Sciences"	0.140350877192982	"Humanities"
"226"	96303852	"Master's"	"Athletic Training"	"Yes"	"Yes"	"Other"	"Internal (within USC)"	"9-month"	22000	"No"	0	22000	"Athletic Training"	"Master's"	"Public Health"	0	"Natural Science"
"227"	96301891	"Master's"	"Biological"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	26000	"No"	0	26000	"Biological Sciences"	"Master's"	"Arts and Sciences"	0.157894736842105	"Natural Science"
"228"	96329884	"Master's"	"Biological"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	26000	"No"	0	26000	"Biological Sciences"	"Master's"	"Arts and Sciences"	0.157894736842105	"Natural Science"
"229"	96318916	"Master's"	"Biological Sciences"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	26000	"No"	0	26000	"Biological Sciences"	"Master's"	"Arts and Sciences"	0	"Natural Science"
"230"	96346568	"Master's"	"Biostatistics"	"No"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"Semester-based"	14400	"No"	0	14400	"Biostatistics"	"Master's"	"Public Health"	0	"Natural Science"
"231"	96357049	"Master's"	"Business school"	"No"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	4200	"No"	0	4200	"Business Analytics"	"Master's"	"Business"	0.205555555555556	"Professional"
"232"	96299989	"Master's"	"Computer science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	10000	"No"	0	10000	"Computer Science"	"Master's"	"Engineering and Computing"	0.0416666666666667	"Engineering"
"233"	96305025	"Master's"	"Computer Science"	"Yes"	"Yes"	"Other"	"Internal (within USC)"	"Semester-based"	8000	"No"	0	8000	"Computer Science"	"Master's"	"Engineering and Computing"	0	"Engineering"
"234"	96350738	"Master's"	"Computer Science"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"12-month"	24000	"No"	0	24000	"Computer Science"	"Master's"	"Engineering and Computing"	0	"Engineering"
"235"	96300624	"Master's"	"Creative Writing"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	10000	"No"	0	10000	"Creative Writing"	"Master's"	"Arts and Sciences"	0	"Humanities"
"236"	96346204	"Master's"	"Department of Languages, Literatures, and Cultures"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	13500	"No"	0	13500	"Languages, Literatures, and Cultures"	"Master's"	"Arts and Sciences"	0.246111111111111	"Humanities"
"237"	96303200	"Master's"	"Educational Psychology and Research"	"No"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	15000	"No"	0	15000	"Educational Psychology and Research"	"Master's"	"Education"	0	"Humanities"
"238"	96300103	"Master's"	"English"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	12800	"No"	0	12800	"English"	"Master's"	"Arts and Sciences"	0	"Humanities"
"239"	96303162	"Master's"	"English"	"Yes"	"Yes"	"Other"	"Internal (within USC)"	"9-month"	10000	"No"	0	10000	"English"	"Master's"	"Arts and Sciences"	0	"Humanities"
"240"	96303174	"Master's"	"English"	"Partially"	"Yes"	"Other"	"Internal (within USC)"	"9-month"	8000	"Yes"	1200	9200	"English"	"Master's"	"Arts and Sciences"	0	"Humanities"
"241"	96319398	"Master's"	"English"	"Yes"	"Yes"	"Other"	"Internal (within USC)"	"Semester-based"	15000	"No"	0	15000	"English"	"Master's"	"Arts and Sciences"	0	"Humanities"
"242"	96303751	"Master's"	"English & Library Information Science"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	8125	"Yes"	0	8125	"Library and Information Science"	"Master's"	"Information and Communications"	0.225761356462135	"Social Science"
"243"	96301914	"Master's"	"English MA"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	10000	"No"	0	10000	"English"	"Master's"	"Arts and Sciences"	0.1	"Humanities"
"244"	96346311	"Master's"	"English MA"	"Partially"	"Yes"	"Instructor of Record"	"Internal (within USC)"	"12-month"	12800	"No"	0	12800	"English"	"Master's"	"Arts and Sciences"	0.1	"Humanities"
"245"	96308718	"Master's"	"English MFA"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	10500	"No"	0	10500	"English"	"Master's"	"Arts and Sciences"	0.121212121212121	"Humanities"
"246"	96306653	"Master's"	"ESOE "	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	22250	"No"	0	22250	"SEOE"	"Master's"	"Arts and Sciences"	0.15	"Natural Science"
"247"	96301505	"Master's"	"Exercise Science"	"Partially"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"Semester-based"	5400	"Yes"	1000	6400	"Exercise Science"	"Master's"	"Public Health"	0	"Natural Science"
"248"	96302105	"Master's"	"Genetic counseling"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"9-month"	5000	"Yes"	30000	35000	"Genetic Counseling"	"Master's"	"Medicine"	0.0370370370370371	"Professional"
"249"	96301017	"Master's"	"Genetic Counseling"	"No"	"Yes"	"Other"	"Both"	"Semester-based"	1000	"No"	0	1000	"Genetic Counseling"	"Master's"	"Medicine"	0	"Professional"
"250"	96346635	"Master's"	"Genetic Counseling"	"No"	"Yes"	"Other"	"Internal (within USC)"	"Semester-based"	1500	"No"	0	1500	"Genetic Counseling"	"Master's"	"Medicine"	0	"Professional"
"251"	96303521	"Master's"	"geography"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	12500	"No"	0	12500	"Geography"	"Master's"	"Arts and Sciences"	0.136574074074074	"Natural Science"
"252"	96303521	"Master's"	"geography"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	12500	"No"	0	12500	"Geography"	"Master's"	"Arts and Sciences"	0.136574074074074	"Natural Science"
"253"	96300508	"Master's"	"Geography"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	12000	"No"	0	12000	"Geography"	"Master's"	"Arts and Sciences"	0	"Natural Science"
"254"	96300508	"Master's"	"Geography"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	12000	"No"	0	12000	"Geography"	"Master's"	"Arts and Sciences"	0	"Natural Science"
"255"	96301309	"Master's"	"Geography"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	12000	"Yes"	6000	18000	"Geography"	"Master's"	"Arts and Sciences"	0	"Natural Science"
"256"	96301309	"Master's"	"Geography"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	12000	"Yes"	6000	18000	"Geography"	"Master's"	"Arts and Sciences"	0	"Natural Science"
"257"	96301769	"Master's"	"Health Promotion"	"No"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"Semester-based"	9000	"No"	0	9000	"Health Promotion, Education, and Behavior"	"Master's"	"Public Health"	0.209302325581395	"Social Science"
"258"	96301948	"Master's"	"Higher education & student affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"12-month"	9250	"No"	0	9250	"Higher Education and Student Affairs"	"Master's"	"Education"	0.140224190034437	"Humanities"
"259"	96300003	"Master's"	"Higher Education and Student Affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"9-month"	9250	"No"	0	9250	"Higher Education and Student Affairs"	"Master's"	"Education"	0	"Humanities"
"260"	96300165	"Master's"	"Higher Education and Student Affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"9-month"	9000	"No"	0	9000	"Higher Education and Student Affairs"	"Master's"	"Education"	0	"Humanities"
"261"	96300469	"Master's"	"Higher Education and Student Affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Both"	"Semester-based"	9250	"No"	0	9250	"Higher Education and Student Affairs"	"Master's"	"Education"	0	"Humanities"
"262"	96300795	"Master's"	"Higher Education and Student Affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"9-month"	9000	"No"	0	9000	"Higher Education and Student Affairs"	"Master's"	"Education"	0	"Humanities"
"263"	96300882	"Master's"	"Higher Education and Student Affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"9-month"	9250	"No"	0	9250	"Higher Education and Student Affairs"	"Master's"	"Education"	0	"Humanities"
"264"	96300913	"Master's"	"Higher Education and Student Affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"9-month"	9000	"No"	0	9000	"Higher Education and Student Affairs"	"Master's"	"Education"	0	"Humanities"
"265"	96301172	"Master's"	"Higher Education and Student Affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"12-month"	9000	"No"	0	9000	"Higher Education and Student Affairs"	"Master's"	"Education"	0	"Humanities"
"266"	96301599	"Master's"	"Higher Education and Student Affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"Semester-based"	9500	"No"	0	9500	"Higher Education and Student Affairs"	"Master's"	"Education"	0	"Humanities"
"267"	96305020	"Master's"	"Higher Education and Student Affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"Semester-based"	18000	"No"	0	18000	"Higher Education and Student Affairs"	"Master's"	"Education"	0	"Humanities"
"268"	96308670	"Master's"	"Higher Education and Student Affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Both"	"9-month"	9000	"No"	0	9000	"Higher Education and Student Affairs"	"Master's"	"Education"	0	"Humanities"
"269"	96330332	"Master's"	"Higher Education and Student Affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"9-month"	13500	"No"	0	13500	"Higher Education and Student Affairs"	"Master's"	"Education"	0	"Humanities"
"270"	96346726	"Master's"	"Higher Education and Student Affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"9-month"	18000	"No"	0	18000	"Higher Education and Student Affairs"	"Master's"	"Education"	0	"Humanities"
"271"	96329906	"Master's"	"Higher Education Student Affairs"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Both"	"9-month"	4500	"No"	0	4500	"Higher Education and Student Affairs"	"Master's"	"Education"	0.0943287037037037	"Humanities"
"272"	96301279	"Master's"	"History"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	12500	"Yes"	1250	13750	"History"	"Master's"	"Arts and Sciences"	0	"Humanities"
"273"	96301419	"Master's"	"History"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	15250	"No"	0	15250	"History"	"Master's"	"Arts and Sciences"	0	"Humanities"
"274"	96299930	"Master's"	"International Business"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	2400	"No"	0	2400	"International Business"	"Master's"	"Business"	0	"Professional"
"275"	96299930	"Master's"	"International Business"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	2400	"No"	0	2400	"International Business"	"Master's"	"Business"	0	"Professional"
"276"	96300147	"Master's"	"International Business"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	2400	"No"	0	2400	"International Business"	"Master's"	"Business"	0	"Professional"
"277"	96300147	"Master's"	"International Business"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	2400	"No"	0	2400	"International Business"	"Master's"	"Business"	0	"Professional"
"278"	96300138	"Master's"	"International MBA"	"Partially"	"Yes"	"Graduate Research Assistant"	"Both"	"Other"	10500	"No"	0	10500	"International Business"	"Master's"	"Business"	0.145276292335116	"Professional"
"279"	96300138	"Master's"	"International MBA"	"Partially"	"Yes"	"Graduate Research Assistant"	"Both"	"Other"	10500	"No"	0	10500	"International Business"	"Master's"	"Business"	0.145276292335116	"Professional"
"280"	96300204	"Master's"	"Learning Design and Technologies"	"Yes"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"Semester-based"	24000	"No"	0	24000	"Learning Design and Technologies"	"Master's"	"Education"	0	"Social Science"
"281"	96326940	"Master's"	"Library and Information Sciences AND DEI certification "	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"Semester-based"	1500	"Yes"	500	2000	"Library and Information Science"	"Master's"	"Information and Communications"	0.145454545454546	"Social Science"
"282"	96300064	"Master's"	"Marine science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	7625	"No"	0	7625	"Marine Science"	"Master's"	"Arts and Sciences"	0.0476190476190477	"Natural Science"
"283"	96300483	"Master's"	"Marine science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	14000	"No"	0	14000	"Marine Science"	"Master's"	"Arts and Sciences"	0.0476190476190477	"Natural Science"
"284"	96300525	"Master's"	"Marine science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	14000	"No"	0	14000	"Marine Science"	"Master's"	"Arts and Sciences"	0.0476190476190477	"Natural Science"
"285"	96300556	"Master's"	"Marine science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	21600	"Yes"	1000	22600	"Marine Science"	"Master's"	"Arts and Sciences"	0.0476190476190477	"Natural Science"
"286"	96301304	"Master's"	"Mechanical"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"Semester-based"	1600	"Yes"	0	1600	"Mechanical Engineering"	"Master's"	"Engineering and Computing"	0.181818181818182	"Engineering"
"287"	96301304	"Master's"	"Mechanical"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"Semester-based"	1600	"Yes"	0	1600	"Mechanical Engineering"	"Master's"	"Engineering and Computing"	0.181818181818182	"Engineering"
"288"	96300018	"Master's"	"mechanical engineering"	"Yes"	"Yes"	"Graduate Research Assistant"	"Both"	"12-month"	16000	"Yes"	16000	32000	"Mechanical Engineering"	"Master's"	"Engineering and Computing"	0.102272727272727	"Engineering"
"289"	96300018	"Master's"	"mechanical engineering"	"Yes"	"Yes"	"Graduate Research Assistant"	"Both"	"12-month"	16000	"Yes"	16000	32000	"Mechanical Engineering"	"Master's"	"Engineering and Computing"	0.102272727272727	"Engineering"
"290"	96300334	"Master's"	"Media Arts"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Both"	"Semester-based"	16000	"Yes"	7200	23200	"Media Arts"	"Master's"	"Arts and Sciences"	0	"Humanities"
"291"	96300096	"Master's"	"MPH Epidemiology  Arnold School of Public Health"	"Partially"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	10400	"Yes"	0	10400	"Epidemiology"	"Master's"	"Public Health"	0.25	"Natural Science"
"292"	96300096	"Master's"	"MPH Epidemiology  Arnold School of Public Health"	"Partially"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	10400	"Yes"	0	10400	"Epidemiology"	"Master's"	"Public Health"	0.25	"Natural Science"
"293"	96302343	"Master's"	"MS business analytics"	"No"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	4200	"No"	0	4200	"Business Analytics"	"Master's"	"Business"	0.210152116402117	"Professional"
"294"	96300267	"Master's"	"Music"	"Yes"	"Yes"	"Other"	"Internal (within USC)"	"Semester-based"	7000	"Yes"	1800	8800	"Music"	"Master's"	"Music"	0	"Humanities"
"295"	96351479	"Master's"	"Music"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Both"	"12-month"	3100	"No"	0	3100	"Music"	"Master's"	"Music"	0	"Humanities"
"296"	96347242	"Master's"	"Music - Piano performance"	"Yes"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"9-month"	6000	"No"	0	6000	"Music Performance"	"Master's"	"Music"	0.175294117647059	"Humanities"
"297"	96347331	"Master's"	"Music Department"	"Partially"	"Yes"	"Other"	"Internal (within USC)"	"Semester-based"	8000	"No"	0	8000	"Music"	"Master's"	"Music"	0.229166666666667	"Humanities"
"298"	96304064	"Master's"	"Physics and Astronomy"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	8600	"No"	0	8600	"Physics"	"Master's"	"Arts and Sciences"	0.222222222222222	"Natural Science"
"299"	96321726	"Master's"	"Psychology Rehabilitation Counseling"	"Partially"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"Semester-based"	1500	"No"	0	1500	"Psychology"	"Master's"	"Arts and Sciences"	0.240740740740741	"Social Science"
"300"	96329670	"Master's"	"Public Health"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	12000	"No"	0	12000	"Public History"	"Master's"	"Arts and Sciences"	0.221611721611722	"Humanities"
"301"	96300475	"Master's"	"Public History"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	15000	"No"	0	15000	"Public History"	"Master's"	"Arts and Sciences"	0	"Humanities"
"302"	96342498	"Master's"	"Public History"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	16000	"No"	0	16000	"Public History"	"Master's"	"Arts and Sciences"	0	"Humanities"
"303"	96301253	"Master's"	"SEOE"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	15250	"No"	0	15250	"SEOE"	"Master's"	"Arts and Sciences"	0	"Natural Science"
"304"	96318233	"Master's"	"SEOE"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	21500	"No"	0	21500	"SEOE"	"Master's"	"Arts and Sciences"	0	"Natural Science"
"305"	96319623	"Master's"	"SEOE"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	15625	"No"	0	15625	"SEOE"	"Master's"	"Arts and Sciences"	0	"Natural Science"
"306"	96304321	"Master's"	"social work"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"Semester-based"	1200	"No"	0	1200	"Social Work"	"Master's"	"Social Work"	0.121212121212121	"Professional"
"307"	96300000	"Master's"	"Social work"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"Semester-based"	8000	"No"	0	8000	"Social Work"	"Master's"	"Social Work"	0.0606060606060606	"Professional"
"308"	96340145	"Master's"	"Social work"	"No"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"Semester-based"	1200	"No"	0	1200	"Social Work"	"Master's"	"Social Work"	0.0606060606060606	"Professional"
"309"	96300013	"Master's"	"Social Work"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"Semester-based"	1200	"No"	0	1200	"Social Work"	"Master's"	"Social Work"	0	"Professional"
"310"	96300390	"Master's"	"Social Work"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"12-month"	5500	"Yes"	2000	7500	"Social Work"	"Master's"	"Social Work"	0	"Professional"
"311"	96300798	"Master's"	"Sociology"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	14000	"No"	0	14000	"Sociology"	"Master's"	"Arts and Sciences"	0	"Humanities"
"312"	96346660	"Master's"	"Sociology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	20000	"No"	0	20000	"Sociology"	"Master's"	"Arts and Sciences"	0	"Humanities"
"313"	96302689	"Master's"	"Sport and Entertainment Management"	"No"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"Semester-based"	1500	"No"	0	1500	"Sport and Entertainment Management"	"Master's"	"Hospitality Retail and Sport Management"	0	"Humanities"
"314"	96299941	"Master's"	"Statistics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18000	"No"	0	18000	"Statistics"	"Master's"	"Arts and Sciences"	0	"Natural Science"
"315"	96300488	"Master's"	"Statistics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18000	"No"	0	18000	"Statistics"	"Master's"	"Arts and Sciences"	0	"Natural Science"
"316"	96346893	"Master's"	"Statistics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	9000	"No"	0	9000	"Statistics"	"Master's"	"Arts and Sciences"	0	"Natural Science"
"317"	96300121	"Master's"	"SVAD / MAT Art Education "	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	10000	"No"	0	10000	"Art Education"	"Master's"	"Arts and Sciences"	0.198461538461538	"Humanities"
"318"	96300121	"Master's"	"SVAD / MAT Art Education "	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	10000	"No"	0	10000	"Art Education"	"Master's"	"Education"	0.198461538461538	"Humanities"
"319"	96302327	"Master's"	"Theatre"	"Partially"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"Semester-based"	11000	"No"	0	11000	"Theatre"	"Master's"	"Arts and Sciences"	0	"Humanities"
"320"	96302327	"Master's"	"Theatre"	"Partially"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"Semester-based"	11000	"No"	0	11000	"Theatre"	"Master's"	"Education"	0	"Humanities"
"321"	96302327	"Master's"	"Theatre"	"Partially"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"Semester-based"	11000	"No"	0	11000	"Theatre"	"Master's"	"Arts and Sciences"	0	"Humanities"
"322"	96308631	"Master's"	"Theatre"	"Partially"	"Yes"	"Other"	"Internal (within USC)"	"9-month"	12000	"No"	0	12000	"Theatre"	"Master's"	"Arts and Sciences"	0	"Humanities"
"323"	96308631	"Master's"	"Theatre"	"Partially"	"Yes"	"Other"	"Internal (within USC)"	"9-month"	12000	"No"	0	12000	"Theatre"	"Master's"	"Education"	0	"Humanities"
"324"	96308631	"Master's"	"Theatre"	"Partially"	"Yes"	"Other"	"Internal (within USC)"	"9-month"	12000	"No"	0	12000	"Theatre"	"Master's"	"Arts and Sciences"	0	"Humanities"
